scac,pol,pod,tsp,service_codes
OOLU,GBGRG,CNSHA,NLRTM,;GBL1;LL4;
OOLU,GBGRG,CNSHA,NLRTM,;GBL1;LL6;
OOLU,GBGRG,CNSHA,NLRTM;CNNGB,;GBL1;LL6;
OOLU,GBGRG,CNSHA,NLRTM,;GBL1;LL5;
OOLU,GBGRG,CNSHA,NLRTM;CNNGB,;GBL1;LL5;
OOLU,GBGRG,CNSHA,NLRTM;CNNGB,;GBL1;LL2;
OOLU,GBGRG,CNSHA,GBFXT,;GBL1;LL1;
OOLU,GBGRG,CNSHA,GBGRK;GBSOU,;UIS;LL5;
OOLU,GBGRG,CNSHA,GBGRK;GBSOU;CNNGB,;UIS;LL5;
OOLU,GBGRG,CNSHA,GBGRK;GBSOU;SAJED,;UIS;IP1;AAS;
OOLU,GBGRG,CNSHA,GBGRK;GBSOU;SAJED;CNNGB,;UIS;IP1;AAS;
OOLU,GBGRG,CNSHA,GBGRK;GBSOU;NLRTM;CNNGB,;UIS;ATE1;LL7;
OOLU,GBGRG,CNSHA,GBSOU;SAJED,;IP1;AAS;
OOLU,GBGRG,CNSHA,GBSOU;SAJED;CNNGB,;IP1;AAS;
OOLU,ROCND,VNHPH,MYPKG,;EM1;VJS;
SEAU,BRSSZ,MXVER,,
ZIMU,TRGEM,LKCMB,ILHFA,TBX;ZMI
CMDU,CNNGB,BEANR,,FAL8
CMDU,CNNGB,BEANR,,FAL2
CMDU,CNNGB,BEANR,,FAL3
CMDU,SAJED,BEANR,,EPIC
CMDU,CLSAI,PLGDN,NLRTM,WCC;
CMDU,CLSAI,PLGDN,NLRTM,WCC;BALT2
CMDU,CLSAI,PLGDN,NLRTM,WCC;BALT3
CMDU,CLSAI,PLGDN,DEHAM,WCC;
CMDU,INMUN,MACAS,MAPTM,EPIC;
CMDU,INMUN,MACAS,MAPTM,EPIC;BSMAR
CMDU,INMUN,MACAS,MTMLA,MEDEX;BSMAR
CMDU,INMUN,MACAS,MTMLA,INDAMEX;BSMAR
CMDU,INMUN,MACAS,MTMLA,EPIC;BSMAR
OOLU,DEBRV,USSAV,,;ATE1;
OOLU,SGSIN,NZAKL,,;NZS;
SEAU,BRSSZ,MXATM,,
CMDU,CNSHA,GBSOU,,FAL3
CMDU,THLCH,BEANR,SGSIN,;FAL8
CMDU,THLCH,BEANR,SGSIN,;FAL3
CMDU,THLCH,BEANR,SGSIN,;FAL2
CMDU,THLCH,BEANR,SGSIN,;NEWMO
CMDU,THLCH,BEANR,VNVUT,CJX;FAL3
CMDU,CNSHA,MXZLO,,ACSA1
CMDU,CNSHA,MXZLO,,ACSA2
CMDU,MYPEN,USLAX,MYPKG,;CJX
ONEY,CNSHA,COBUN,,AX3
ONEY,CNSHA,COBUN,,AX2
OOLU,CNSHA,AUBNE,,;A3N;
OOLU,CNSHA,AUBNE,,;A3C;
OOLU,CNSHA,AUBNE,,;JKN;
OOLU,CNSHA,AUBNE,CNNGB,;A3C;
OOLU,THLCH,PLGDN,SGSIN,;ITS;LL1;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;ITS;LL6;;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;ITS;LL5;SBE5;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;ITS;LL6;SBE5;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;ITS;LL2;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;ITS;LL7;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;ITS;LL4;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;ITS;LL3;;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;;LL6;;
OOLU,THLCH,PLGDN,SGSIN,;;LL1;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;;LL5;SBE5;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;;LL6;SBE5;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;;LL7;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;;LL2;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;;LL4;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;;LL3;;
OOLU,THLCH,PLGDN,SGSIN,;AAA1;LL1;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;AAA1;LL6;;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;AAA1;LL6;SBE5;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;AAA1;LL7;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;AAA1;LL2;;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;AAA1;LL5;SBE5;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;AAA1;LL4;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;AAA1;LL3;;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;TCX;LL6;;
OOLU,THLCH,PLGDN,SGSIN,;TCX;LL1;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;TCX;LL6;SBE5;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;TCX;LL7;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;TCX;LL2;;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;TCX;LL5;SBE5;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;TCX;LL4;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;TCX;LL3;;
OOLU,THLCH,PLGDN,SGSIN,;VTS;LL1;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;VTS;LL6;;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;VTS;LL5;SBE5;
OOLU,THLCH,PLGDN,SGSIN;NLRTM;PLGDY,;VTS;LL6;SBE5;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;VTS;LL3;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;VTS;LL7;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;VTS;LL2;;
OOLU,THLCH,PLGDN,SGSIN;DEHAM;PLGDY,;VTS;LL4;;
ONEY,IDSUB,CAVAN,SGSIN,;PN2
SEAU,USHOU,BRPNG,,
ZIMU,TWKHH,USSAV,JMKIN,ZXB;ZCX
CMDU,CNNGB,GBSOU,,FAL3
CMDU,BDCGP,FRLEH,SGSIN,;
CMDU,BDCGP,FRLEH,SGSIN,;NEWMO
CMDU,CNSHA,PLSZZ,DEHAM,FAL6;
CMDU,CNSHA,PLSZZ,SGSIN;DEHAM,FAL3;;
CMDU,CNSHA,PLSZZ,DEHAM,;
CMDU,MYPKG,NLRTM,SGSIN,IEX;FAL3
CMDU,MYPKG,NLRTM,SGSIN,IEX;NEWMO
CMDU,MYPKG,NLRTM,SGSIN,CJX;FAL2
CMDU,MYPKG,NLRTM,SGSIN,;FAL2
CMDU,MYPKG,NLRTM,SGSIN,CJX;FAL3
CMDU,MYPKG,NLRTM,SGSIN,;FAL3
CMDU,MYPKG,NLRTM,SGSIN,CJX;FAL8
CMDU,MYPKG,NLRTM,SGSIN,;NEWMO
CMDU,MYPKG,NLRTM,SGSIN,CJX;
CMDU,MYPKG,NLRTM,SGSIN,ASEA2;FAL8
CMDU,MYPKG,NLRTM,SGSIN,ASEA2;
OOLU,NLRTM,KRPUS,,;LL4;
OOLU,NLRTM,KRPUS,BEANR;CNTAO,;LL5;WM2;
OOLU,NLRTM,KRPUS,BEANR;CNSHA,;LL5;AAS;
OOLU,NLRTM,KRPUS,CNTAO,;LL5;WM2;
OOLU,NLRTM,KRPUS,SAJED,;LL5;WM2;
OOLU,NLRTM,KRPUS,BEANR;CNSHA,;LL2;AAS;
OOLU,NLRTM,KRPUS,BEANR;CNTAO,;LL2;WM2;
OOLU,NLRTM,KRPUS,SGSIN,;LL3;GCC1;
OOLU,NLRTM,KRPUS,CNTAO,;LL6;WM2;
OOLU,NLRTM,KRPUS,BEANR;NLRTM,;ATG1;LL4;
OOLU,TRGEM,BEANR,TRGEB,;NET;
OOLU,TRGEM,BEANR,TRGEB;DEHAM;NLRTM,;NET;LL6;
OOLU,TRGEM,BEANR,,;NET;
OOLU,TRGEM,BEANR,DEHAM;NLRTM,;NET;LL6;
OOLU,TRGEM,BEANR,GRPIR;NLRTM,;AGT;NET2;
SEAU,BRSSZ,USCHS,,
ZIMU,TWTXG,ILHFA,CNNGB,;ZMP
ZIMU,TWTXG,ILHFA,CNSHA,;
ZIMU,TWTXG,ILHFA,CNSHA,;ZMP
CMDU,IDSRG,COBUN,SGSIN;CNSHA,;;ACSA1
CMDU,IDSRG,COBUN,HKHKG,;ACSA1
CMDU,CNTAO,DEWVN,SGSIN,FAL3;
CMDU,CNSUD,GBSOU,CNYTN,;FAL3
CMDU,MYPKG,PLGDN,SGSIN,;FAL5
CMDU,MYPKG,PLGDN,SGSIN,IEX;FAL5
CMDU,MYPKG,PLGDN,SGSIN,CJX;FAL5
CMDU,MYPKG,PLGDN,SGSIN,CJX;
CMDU,MYPKG,PLGDN,SGSIN,ASEA2;
OOLU,CNSHA,CAVAN,CNNGB,;PNW2;
OOLU,CNSHA,CAVAN,,;PNW2;
OOLU,CNSHA,CAVAN,HKHKG,;CIX3;PNW1;
OOLU,CNSHA,CAVAN,CNNGB;HKHKG,;FCS2;PNW1;
OOLU,CNSHA,CAVAN,,;PNW3;
OOLU,CNSHA,CAVAN,CNNGB,;PNW3;
OOLU,CNSHA,CAVAN,CNNGB,;PNW4;
OOLU,CNSHA,CAVAN,,;PNW4;
OOLU,USNYC,AUBNE,HKHKG,;ECX1;A3S;
OOLU,USNYC,AUBNE,SGSIN,;ISE;AAA1;
OOLU,USNYC,AUBNE,SGSIN,;;AAA1;
OOLU,USNYC,AUBNE,CNNGB,;ECC2;A3C;
SEAU,ECGYE,USEWR,PABLB;PAMIT,;;
ZIMU,TWTXG,USTPA,CNXMG,;ZGX
CMDU,CNSHA,GBFXT,,FAL6
CMDU,CNSHA,GBFXT,,FAL5
CMDU,HKHKG,USNYC,,TWS
CMDU,HKHKG,USNYC,,
CMDU,CNTAO,MXZLO,,ACSA2
CMDU,CNTAO,MXZLO,,ACSA1
CMDU,MYPKG,TRAMB,SGSIN;TRIZT,KIX;BEX;
OOLU,SGSIN,AUBNE,,;AAA1;
OOLU,SGSIN,AUBNE,,;ASA;
OOLU,USORF,AUSYD,SGSIN,;;AAA1;
OOLU,USORF,AUSYD,CNNGB,;ECX2;A3C;
OOLU,USORF,AUSYD,SGSIN,;ISE;AAA1;
SEAU,HNPCR,COCTG,PAMIT,;
ZIMU,USCHS,INNSA,CNNGB,ZCP;CI1
CMDU,INNSA,USORF,,INDAMEX
CMDU,INNSA,USORF,,INDAMEX2
CMDU,CNSHK,BRNVT,,SEAS
CMDU,CNSHK,BRNVT,SGSIN,MEX;SEAS2
CMDU,CNSHK,BRNVT,,SEAS2
CMDU,CNSHK,BRNVT,SGSIN,SEAS2;SEAS
CMDU,FRFOS,AEJEA,,MEX
CMDU,FRFOS,AEJEA,,MEDEX
CMDU,MYPKG,TRGEM,SGSIN;MTMLA,CJX;TLX;FEMEX1
CMDU,MYPKG,TRGEM,SGSIN;MTMLA,CIX;MEX;TMX3
OOLU,THLCH,CNSHK,,;KTX2;
OOLU,VNSGN,AEJEA,VNCLI;SGSIN,;VTS;ME5;
OOLU,VNSGN,AEJEA,VNCLI;SGSIN,;VTS;ME1;
OOLU,VNSGN,AEJEA,VNITC;SGSIN,;KTX1;ME5;
OOLU,VNSGN,AEJEA,VNITC;SGSIN,;KTX1;ME1;
SEAU,CLSAI,COBUN,PABLB,;
ZIMU,USCHS,THBKK,CNSHA,ZCP;CTV
CMDU,IDSRG,MXLZC,SGSIN;CNSHA,;;ACSA1
CMDU,IDSRG,MXLZC,HKHKG,;ACSA1
CMDU,CNWUH,ALDRZ,CNSHA;GRPIR,;NEWMEX2S;
CMDU,FRFOS,USORF,,AMERIGO
CMDU,NLRTM,IDSUB,SGSIN,FAL3;
CMDU,NLRTM,IDSUB,SGSIN,FAL7;
ONEY,CNSHA,NICIO,MXZLO,AX3;MAR
ONEY,CNSHA,NICIO,MXZLO,AX2;MAR
ONEY,CNSHA,NICIO,MXLZC,AX2;MAR
ONEY,CNSHA,NICIO,MXZLO,AX1;MAR
OOLU,AUADL,CAHAL,MYPKG,;ASA;;
OOLU,AUADL,CAHAL,MYPKG,;AAA2;;
SEAU,COCTG,CRPMN,,
ZIMU,USMOB,CNNGB,,ZGC
CMDU,SGSIN,CAHAL,,CJX
CMDU,CNXMN,GBSOU,SGSIN,FAL5;FAL3
CMDU,GBGRG,AUMEL,NLRTM,;RTWPAN
CMDU,GBGRG,AUMEL,GBLGP,;RTWPAN
CMDU,GBGRG,AUMEL,GBLGP,;NEWMO
CMDU,GBGRG,AUMEL,NLRTM,;NEWMO
CMDU,GBGRG,AUMEL,NLRTM;MYPKG,;;
CMDU,GBGRG,AUMEL,NLRTM,SCX2;RTWPAN
CMDU,GBGRG,AUMEL,NLRTM,SCX2;NEWMO
CMDU,GBGRG,AUMEL,NLRTM;MYPKG,SCX2;;
CMDU,NOOSL,VNSGN,NLRTM;VNVUT,NORWAY;FAL3;
OOLU,DEHAM,CNTAO,MYPKG,;LL4;WM2;
OOLU,DEHAM,CNTAO,DEWVN;SGSIN,;LL1;WM1;
OOLU,DEHAM,CNTAO,SGSIN,;LL3;WM1;
OOLU,DEHAM,CNTAO,,;LL6;
OOLU,DEHAM,CNTAO,,;LL2;
OOLU,DEHAM,CNTAO,MYPKG,;LL3;WM2;
OOLU,BEANR,AUSYD,NLRTM;MYPKG,;LL4;AAA2;
OOLU,BEANR,AUSYD,NLRTM;MYPKG,;LL4;ASA;
OOLU,BEANR,AUSYD,NLRTM;MYTPP;MYPKG,;LL7;;AAA2;
OOLU,BEANR,AUSYD,NLRTM;MYTPP;MYPKG,;LL7;;ASA;
OOLU,BEANR,AUSYD,MYTPP;MYPKG,;LL7;;AAA2;
OOLU,BEANR,AUSYD,MYTPP;MYPKG,;LL7;;ASA;
OOLU,BEANR,AUSYD,NLRTM;SGSIN,;LL3;AAA1;
OOLU,BEANR,AUSYD,NLRTM;SGSIN,;LL3;AAA2;
OOLU,BEANR,AUSYD,NLRTM;SGSIN,;LL3;ASA;
OOLU,BEANR,AUSYD,BEZEE;SGSIN,;LL1;AAA1;
OOLU,BEANR,AUSYD,BEZEE;SGSIN,;LL1;ASA;
OOLU,BEANR,AUSYD,BEZEE;SGSIN,;LL1;AAA2;
OOLU,BEANR,AUSYD,NLRTM;MYTPP;MYPKG,;LL6;;AAA2;
OOLU,BEANR,AUSYD,NLRTM;MYTPP;MYPKG,;LL6;;ASA;
OOLU,BEANR,AUSYD,BEZEE;SGSIN,;LL3;AAA1;
OOLU,BEANR,AUSYD,BEZEE;SGSIN,;LL3;ASA;
OOLU,BEANR,AUSYD,BEZEE;SGSIN,;LL3;AAA2;
SEAU,SVAQJ,CLSAI,PABLB,;
CMDU,DEBRV,USSAV,,LIBERTY
CMDU,DEBRV,MXVER,,VICTORY
CMDU,INMAA,USORF,SGSIN,IEX;CJX
CMDU,INMAA,USORF,LKCMB,;CJX
CMDU,INMAA,USORF,MYPKG,IEX;CJX
CMDU,PAMIT,HKHKG,,PEX2
OOLU,DEHAM,SGSIN,MYPKG,;LL4;BSS;
OOLU,DEHAM,SGSIN,DEWVN,;LL1;
OOLU,DEHAM,SGSIN,,;LL3;
OOLU,BEANR,JPUKB,NLRTM;CNNGB,;LL4;;
OOLU,BEANR,JPUKB,CNNGB,;LL5;;
OOLU,BEANR,JPUKB,NLRTM;CNNGB,;LL2;;
OOLU,BEANR,JPUKB,NLRTM;CNNGB,;LL7;;
OOLU,BEANR,JPUKB,NLRTM;CNNGB,;LL5;;
OOLU,BEANR,JPUKB,CNNGB,;LL2;;
OOLU,BEANR,JPUKB,CNNGB,;LL7;;
OOLU,BEANR,JPUKB,NLRTM;CNXMN,;LL3;KTX1;
OOLU,BEANR,JPUKB,NLRTM;HKHKG,;LL3;KTX2;
OOLU,BEANR,JPUKB,NLRTM;HKHKG,;LL3;KTX3;
OOLU,BEANR,JPUKB,BEZEE;CNNGB,;LL1;;
OOLU,BEANR,JPUKB,NLRTM;TWKHH,;LL6;KTX3;
OOLU,BEANR,JPUKB,NLRTM;CNNGB,;LL6;;
OOLU,BEANR,JPUKB,BEZEE;CNXMN,;LL3;KTX1;
OOLU,BEANR,JPUKB,BEZEE;HKHKG,;LL3;KTX2;
OOLU,BEANR,JPUKB,BEZEE;HKHKG,;LL3;KTX3;
SEAU,BRIOA,MXVER,,
ZIMU,USNYC,ITGOA,,ZCI
CMDU,CNSHK,FRFOS,,MEX
CMDU,CNSHK,FRFOS,MTMLA,MEX;MEDEX
CMDU,CNSHK,FRFOS,SGSIN;MTMLA,MEX;TLX;MEDEX
CMDU,CNSHK,FRFOS,SGSIN,BEX;NEWMEX2S
CMDU,CNSHK,FRFOS,SGSIN,BEX;MEX
CMDU,INNSA,USLAX,MYPKG,CIX;CJX
CMDU,INNSA,USLAX,SGSIN,AS1;CJX
CMDU,INNSA,USLAX,SGSIN,AS6;CJX
CMDU,INNSA,USLAX,LKCMB,AS6;CJX
CMDU,ITLIV,CAMTR,,MEDCAN
CMDU,ITLIV,CAMTR,MTMLA;CNSHA;CAVAN,TYRREX;MEX;CPNW;
CMDU,PECLL,CLSAI,,WCC
CMDU,PECLL,CLSAI,,AMERXL
OOLU,ITTRS,KRPUS,,;AAS;
OOLU,ITTRS,KRPUS,ITGOA;CNTAO,;WM1;WM2;
OOLU,ITTRS,KRPUS,ITSPE;CNTAO,;WM1;WM2;
OOLU,ITTRS,KRPUS,ITSPE;ITGOA,;WM1;WM2;
OOLU,ITTRS,KRPUS,ITGOA,;WM2;
OOLU,BEZEE,AUBNE,NLRTM;MYPKG,;LL4;ASA;
OOLU,BEZEE,AUBNE,SGSIN,;LL3;ASA;
OOLU,BEZEE,AUBNE,SGSIN,;LL3;AAA1;
OOLU,BEZEE,AUBNE,NLRTM;MYTPP;MYPKG,;LL7;;ASA;
OOLU,BEZEE,AUBNE,BEANR;MYTPP;MYPKG,;LL7;;ASA;
OOLU,BEZEE,AUBNE,NLRTM;SGSIN,;LL3;ASA;
OOLU,BEZEE,AUBNE,NLRTM;SGSIN,;LL3;AAA1;
OOLU,BEZEE,AUBNE,SGSIN,;LL1;ASA;
OOLU,BEZEE,AUBNE,SGSIN,;LL1;AAA1;
OOLU,BEZEE,AUBNE,NLRTM;MYTPP;MYPKG,;LL6;;ASA;
SEAU,BRSSZ,ARBUE,,
CMDU,CNSHA,AEJEA,,CIMEX7
CMDU,CNSHA,AEJEA,SGSIN,;CIMEX7
CMDU,CNSHA,AEJEA,SGSIN,REX2;CIMEX1
CMDU,CNSHA,AEJEA,SGSIN,;CIMEX1
CMDU,CNSHA,AEJEA,,CMX6JDX
CMDU,JPUKB,NLRTM,SGSIN,;FAL3
CMDU,JPUKB,NLRTM,SGSIN,;
CMDU,JPUKB,NLRTM,HKHKG,JTC;FAL7
CMDU,JPUKB,NLRTM,HKHKG,JTX;FAL7
CMDU,JPUKB,NLRTM,KRPUS,;
CMDU,JPUKB,NLRTM,HKHKG,;FAL7
CMDU,MYPEN,TRGEM,SGSIN;GRPIR,;NEWMEX2S;MARMAEXP
CMDU,MYPEN,TRGEM,SGSIN;GRPIR,;FAL2;MARMAEXP
CMDU,MYPEN,TRGEM,SGSIN;GRPIR,;FAL2;
CMDU,MYPEN,TRGEM,SGSIN;GRPIR,KCM2;NEWMEX2S;MARMAEXP
CMDU,MYPEN,TRGEM,SGSIN;MTMLA,KCM2;MEX;TMX3
CMDU,MYPEN,TRGEM,SGSIN;EGALY,KCM2;BEX2;TULYB
CMDU,MYPEN,TRGEM,SGSIN;GRPIR,KCM2;FAL2;
CMDU,MYPEN,TRGEM,SGSIN;GRPIR,;FAL7;MARMAEXP
CMDU,MYPEN,TRGEM,SGSIN;GRPIR,;FAL7;
CMDU,MYPEN,TRGEM,SGSIN;GRPIR,KCM2;FAL7;MARMAEXP
CMDU,MYPEN,TRGEM,SGSIN;GRPIR,KCM2;FAL7;
CMDU,MYPEN,TRGEM,SGSIN;MTMLA,KCM2;;TMX3
CMDU,PKKHI,BEANR,,EPIC
CMDU,PKKHI,BEANR,,EPIC2
OOLU,CAMTR,BEANR,,;GEX1;
OOLU,CAMTR,BEANR,,;GEX2;
OOLU,BEZEE,BDCGP,SGSIN,;LL3;;
OOLU,BEZEE,BDCGP,NLRTM;MYPKG,;LL4;;
OOLU,BEZEE,BDCGP,BEANR;LKCMB,;IP3;;
OOLU,BEZEE,BDCGP,NLRTM;SGSIN,;LL3;;
OOLU,BEZEE,BDCGP,NLRTM;LKCMB,;IP3;;
OOLU,BEZEE,BDCGP,SGSIN,;LL1;;
OOLU,BEZEE,BDCGP,NLRTM;LKCMB,;LL6;;
OOLU,BEZEE,BDCGP,NLRTM;MYPKG,;LL3;;
OOLU,BEZEE,BDCGP,MYPKG,;LL3;;
SEAU,HNPCR,USPEF,,
ZIMU,USPEF,DOCAU,,XNS
CMDU,TWKHH,BEANR,NLRTM,FAL6;
CMDU,TWKHH,BEANR,CNNGB,MCT;FAL3
CMDU,TWKHH,BEANR,SGSIN,;FAL3
CMDU,TWKHH,BEANR,CNNGB,CTE;FAL3
CMDU,TWKHH,SIKOP,SGSIN,;BEX2
CMDU,PHDVO,SAJED,CNSHA,;REX2
CMDU,PHDVO,SAJED,SGSIN,;REX2
CMDU,PHDVO,SAJED,SGSIN,;REX
CMDU,PHDVO,SAJED,CNSHK,;REX2
CMDU,PHDVO,SAJED,CNSHK,;REX
CMDU,SAJED,FRLEH,,EPIC
ONEY,CNSHA,NZAKL,,NZJ
OOLU,AUMEL,SGSIN,,;AAA1;
OOLU,AUMEL,SGSIN,,;AAA2;
OOLU,BRSSZ,CNSHA,,;TLA2;
OOLU,BRSSZ,CNSHA,CNNGB,;TLA2;
OOLU,BRSSZ,CNSHA,,;TLA1;
OOLU,BRSSZ,CNSHA,CNNGB,;TLA1;
ONEY,KRPUS,USSAV,,EC1
ONEY,KRPUS,USSAV,,EC2
SEAU,PACTB,MXVER,,
CMDU,CNNGB,ALDRZ,GRPIR,NEWMEX2S;
CMDU,VNSGN,ESBCN,SGSIN,;MEX
CMDU,TWKHH,GBSOU,CNNGB,MCT;FAL3
CMDU,TWKHH,GBSOU,SGSIN,;FAL3
CMDU,TWKHH,GBSOU,CNNGB,CTE;FAL3
CMDU,THLCH,IEORK,SGSIN;NLRTM,;FAL3;
CMDU,THLCH,IEORK,SGSIN;GBSOU,;FAL3;
CMDU,THLCH,IEORK,SGSIN;NLRTM,;FAL3;ISX
CMDU,THLCH,IEORK,SGSIN;BEANR,;FAL3;
OOLU,DEHAM,TWKHH,MYPKG,;LL4;CPX;
OOLU,DEHAM,TWKHH,KRPUS,;LL4;PNW1;
OOLU,DEHAM,TWKHH,MYPKG;HKHKG,;LL4;CIX3;PVCS;
OOLU,DEHAM,TWKHH,DEWVN;CNYTN;HKHKG,;LL1;;PVCS;
OOLU,DEHAM,TWKHH,DEWVN;CNYTN;HKHKG,;LL1;;PNW1;
OOLU,DEHAM,TWKHH,HKHKG,;LL3;PVCS;
OOLU,DEHAM,TWKHH,HKHKG,;LL3;PNW1;
OOLU,DEHAM,TWKHH,,;LL6;
OOLU,CAMTR,NLRTM,BEANR,;GEX1;
OOLU,CAMTR,NLRTM,BEANR,;GEX2;
SEAU,BRSSZ,PECLL,,
ZIMU,VNHPH,USSAV,JMKIN,ZXB;ZCX
CMDU,SGSIN,SIKOP,,BEX2
CMDU,CNNKG,PLGDN,CNSHA,;FAL5
CMDU,USLAX,THLCH,CNXMN;SGSIN,PEARL;MEX;CJX
CMDU,USLAX,THLCH,SGSIN,CJX;CJX
CMDU,TRALI,ESALG,,BSMAR
OOLU,TWKHH,AUMEL,,;A3N;
OOLU,TWKHH,AUMEL,,;A3C;
OOLU,CNNTG,AUMEL,CNSHA,;A3N;
OOLU,CNNTG,AUMEL,CNSHA,;A3C;
SEAU,ECGYE,USNTS,PABLB;PAMIT,;;
ZIMU,ARBUE,COCTG,,GSA
ZIMU,ARBUE,COCTG,BRSSZ,GSA;GBS
ZIMU,ARBUE,COCTG,BRSSZ,ASE;GBS
ZIMU,ARBUE,COCTG,BRSSZ,XNS;GBS
CMDU,CNSHA,MXLZC,,ACSA1
CMDU,CNSHK,TRAMB,MTMLA;TRAVC,MEX;TMX1;
CMDU,CNSHK,TRAMB,MTMLA;TRAVC,MEX;FEMEX1;
CMDU,CNSHK,TRAMB,MTMLA;TRAVC,MEX;TMX2;
CMDU,CNSHK,TRAMB,MTMLA;TRAVC,MEX;BSMAR;
CMDU,CNSHK,TRAMB,SGSIN;MTMLA;TRAVC,MEX;TLX;BSMAR;
CMDU,CNSHK,TRAMB,MTMLA;TRAVC,MEX;TURAF;
CMDU,CNSHK,TRAMB,TRAVC,BEX;
CMDU,BDCGP,IEORK,SGSIN;FRDKK,;;ISX
CMDU,BDCGP,IEORK,SGSIN;FRDKK,;;
CMDU,TRGEM,BRSSZ,MAPTM,FEMEX1;SIRIUS
OOLU,THLCH,AUMEL,,;AAA1;
OOLU,THLCH,AUMEL,SGSIN,;AAA1;AAA2;
OOLU,CNNTG,AUSYD,CNSHA,;A3N;
OOLU,CNNTG,AUSYD,CNSHA,;A3C;
SEAU,HNPCR,PAMIT,,
ZIMU,VNSGN,AUMEL,,TFX
ZIMU,ARBUE,MXVER,,GSA
ZIMU,ARBUE,MXVER,COCTG,GSA;GSA
CMDU,KHKOS,COBUN,SGSIN;CNSHA,;PEX2;ACSA1
CMDU,CNXMN,DKFRC,SGSIN;DEHAM,FAL5;;
CMDU,CNXMN,DKFRC,DEHAM,FAL7;
CMDU,BEANR,LBBEY,,NCLEVANT
CMDU,TRMER,DEHAM,EGPSD,EMED1;NCLEVANT
OOLU,CNSHK,AUMEL,,;A3S;
OOLU,CNSHA,SADMM,,;ME5;
OOLU,CNSHA,SADMM,CNNGB,;ME1;
OOLU,CNSHA,SADMM,CNNGB,;ME5;
OOLU,CNSHA,SADMM,SGSIN,;CSS2;;
OOLU,CNSHA,SADMM,SGSIN,;CSS2;ME5;
OOLU,CNSHA,SADMM,CNNGB;SGSIN,;CSS1;ME5;
SEAU,BRPNG,USMSY,,
ZIMU,VNSGN,MYPKG,,VMS
ZIMU,VNSGN,MYPKG,,
CMDU,CNTAO,GBFXT,,FAL6
CMDU,CNYTN,USCHS,,CJX
CMDU,CNYTN,USCHS,,
CMDU,CNYTN,USCHS,,CBX
CMDU,CAHAL,SGSIN,,CJX
CMDU,TWKHH,ALDRZ,GRPIR,NEWMEX2S;
CMDU,TWKHH,ALDRZ,SGSIN;GRPIR,;NEWMEX2S;
ONEY,CNSHK,ECGYE,KRPUS,KCS;AX3
OOLU,CNYTN,USSAV,,;ECC1;
OOLU,CNYTN,USSAV,,;ECC3;
OOLU,CNYTN,USSAV,,;;
OOLU,CNYTN,USSAV,,;ECX1;
OOLU,CNSHA,TRGEM,CNNGB;GRPIR;TRGEB,;WM1;NET;
OOLU,CNSHA,TRGEM,CNNGB;GRPIR;TRGEB,;LL2;NET;
OOLU,CNSHA,TRGEM,CNNGB;GRPIR,;LL2;NET;
OOLU,CNSHA,TRGEM,GRPIR;TRGEB,;LL3;NET;
