CARRIER,ORIGIN,DESTINATION,TS1,LEG0
ONEY,VNCMT,CLSAI,SGSIN;KRPUS,FE5;SX1;AX2
ONEY,VNCMT,CLSAI,HKHKG,PS7;AX2
ONEY,VNCMT,CLSAI,KRPUS,PS7;AX2
ONEY,VNCMT,CLSAI,CNSHK,JS3;AX2
ZIMU,CAVAN,TWTXG,CNSHA,ZNP;
CMDU,NLRTM,USORF,,LIBERTY
CMDU,VNVUT,FIHEL,DEHAM,FAL7;
OOLU,IDSUB,AUSYD,SGSIN,;;AAA1;
OOLU,IDSUB,AUSYD,SGSIN,;;ASA;
OOLU,IDSUB,AUSYD,SGSIN,;;AAA2;
OOLU,IDSUB,AUSYD,SGSIN,;SBY2;AAA2;
OOLU,IDSUB,AUSYD,MYPKG,;ITS;AAA2;
OOLU,IDSUB,AUSYD,SGSIN,;ITS;AAA1;
OOLU,IDSUB,AUSYD,SGSIN,;SBY2;ASA;
OOLU,IDSUB,AUSYD,SGSIN,;ITS;ASA;
OOLU,IDSUB,AUSYD,SGSIN,;SBY2;AAA1;
OOLU,IDSUB,AUSYD,MYPKG,;ITS;ASA;
OOLU,IDSUB,AUSYD,SGSIN,;ITS;AAA2;
SEJJ,DEHAM,EGEDK,TRAMR,;
ANNU,CNTAO,NZAKL,CNSHK,;
CMDU,USLAX,JPTYO,,FUJI
CMDU,THLCH,EETLL,SGSIN;DEHAM,;;
ONEY,IDSUB,USJAX,SGSIN,;EC5
OOLU,NLRTM,EGEDK,BEANR,;NET2;
OOLU,NLRTM,EGEDK,BEANR;EGDAM,;IP3;;
OOLU,NLRTM,EGEDK,EGDAM,;IP3;;
OOLU,NLRTM,EGEDK,,;NET2;
SEJJ,ESALG,NOOSL,DEBRV,;
ANNU,CNWHI,NZAKL,CNSHA,;
CMDU,VNVUT,NOOSL,NLRTM,FAL7;NORWAY
CMDU,VNVUT,NOOSL,NLRTM,FAL3;NORWAY
CMDU,THLCH,MXZLO,HKHKG,JTC;ACSA1
CMDU,THLCH,MXZLO,CNSHA,;ACSA2
CMDU,THLCH,MXZLO,HKHKG,JTX;ACSA1
OOLU,NZTRG,JPTYO,,;JKN;
OOLU,NZTRG,JPTYO,SGSIN,;NZS;KTX3;
SEJJ,ESBCN,EGALY,,
ANNU,INNSA,AUBNE,SGSIN,;AAXEANL
CMDU,ZADUR,INHZA,INMUN,MIDAS1;
CMDU,ZADUR,INHZA,INMUN,MIDAS2;
CMDU,THLCH,SIKOP,SGSIN,;BEX2
OOLU,THLCH,JPYOK,CNSHK,;KTX2;KTX2;
OOLU,THLCH,JPYOK,HKHKG,;KTX2;KTX2;
OOLU,THLCH,JPYOK,,;KTX2;
SEJJ,ESBCN,ILHFA,,
ANNU,JPYOK,AUMEL,,
CMDU,BDCGP,ESBCN,SGSIN,;MEX
CMDU,BDCGP,ESBCN,SGSIN;MTMLA,;TLX;MEDEX
CMDU,TRALI,AESHJ,AEJEA,MEGEM;
CMDU,TRALI,AESHJ,ITGOA;AEJEA,TMX2;MEX;
CMDU,TRALI,AESHJ,GRPIR;SAJED;AEJEA,CGX;BEX;MEX;
CMDU,TRALI,AESHJ,GRPIR;SAJED;AEJEA,ADRIMED;BEX;MEX;
CMDU,TRALI,AESHJ,SIKOP;SAJED;AEJEA,ADRIMED;BEX2;MEX;
OOLU,THLCH,QAHMD,SGSIN,;VTS;ME1;
OOLU,THLCH,QAHMD,SGSIN,;ITS;ME1;
OOLU,THLCH,QAHMD,SGSIN,;AAA1;ME1;
OOLU,THLCH,QAHMD,SGSIN;AEJEA,;;ME5;EM3;
OOLU,THLCH,QAHMD,SGSIN,;TCX;ME1;
SEJJ,FIHEL,EGALY,DEBRV,;
ANNU,NZNSN,AUBNE,NZTRG,;
CMDU,CAVAN,HKHKG,,DAH
CMDU,CAVAN,HKHKG,,TWPKS
CMDU,TRALI,TZDAR,AEJEA,MEGEM;SWAX2
OOLU,BEANR,CNDLC,NLRTM;SGSIN,;LL3;CSS1;
OOLU,BEANR,CNDLC,NLRTM;KRPUS,;LL4;PKOR;
OOLU,BEANR,CNDLC,NLRTM;MYPKG,;LL4;CSS1;
OOLU,BEANR,CNDLC,NLRTM,;LL2;
OOLU,BEANR,CNDLC,,;LL2;
OOLU,BEANR,CNDLC,BEZEE;SGSIN,;LL3;CSS1;
OOLU,BEANR,CNDLC,BEZEE;SGSIN,;LL1;CSS1;
SEJJ,FIHEL,EGEDK,DEBRV,;
SEJJ,FIHEL,EGEDK,DEBRV;TRAMR,;;
ANNU,NZTRG,AUFRE,AUMEL,;AAXSANL
CMDU,CLSAI,SESTO,DEHAM,WCC;
CMDU,TRALI,USSAV,,TUX
CMDU,TRALI,USSAV,ESVLC,BSMAR;AMERIGO
CMDU,TRALI,USSAV,ESBCN,MARMAEXP;AMERIGO
CMDU,TRALI,USSAV,ESVLC,TMX12;AMERIGO
OOLU,CNNGB,USLAX,,;PCN3;
OOLU,CNNGB,USLAX,USLGB,;VCS;
OOLU,CNNGB,USLAX,USLGB,;PCC1;
SEJJ,FIKTK,EGALY,DEBRV,;
ANNU,PHMNL,AUADL,SGSIN,;AAXSANL
CMDU,CNSHA,USHOU,,GMXP
CMDU,CNSHA,USHOU,,PEX3
CMDU,TRAMB,DZALG,TRMER,;
OOLU,DEHAM,CNNGB,DEWVN,;LL1;
OOLU,DEHAM,CNNGB,,;LL2;
OOLU,DEHAM,CNNGB,,;LL6;
OOLU,DEHAM,CNNGB,,;LL7;
OOLU,DEHAM,CNNGB,,;LL4;
SEJJ,GEPTI,PLGDN,TRAMR;DEBRV,;;
ANNU,THBKK,NZTRG,SGSIN,;
CMDU,CNTAO,ITVCE,MTMLA,MEX;ADRINAF
CMDU,CNTAO,ITVCE,CNSHA;MTMLA,MEX;TLX;ADRINAF
CMDU,USCHS,CNSHA,,
CMDU,USCHS,CNSHA,,CBX
OOLU,IEORK,MXVER,BEANR,;AIE;ATG1;
SEJJ,ILASH,FIHEL,DEBRV,;
ANNU,AUADL,USOAK,,
ANNU,AUADL,USOAK,NZTRG,;
ANNU,AUADL,USOAK,AUMEL,;
CMDU,CNTXG,LTKLJ,DEHAM,FAL8;SWX2
CMDU,CNTXG,LTKLJ,DEHAM,FAL2;SWX2
CMDU,CNTXG,LTKLJ,DEHAM,FAL2;
CMDU,USORF,ZADUR,INMUN,INDAMEX;MIDAS2
CMDU,USORF,ZADUR,ESALG;BJCOO,TUX;EURAF4;MIDAS1
CMDU,USORF,ZADUR,ESALG;BJCOO,AMERIGO;EURAF4;MIDAS1
OOLU,INNSA,GBSOU,GBLGP,;IP2;
OOLU,INNSA,GBSOU,,;IP1;
SEJJ,ITSAL,FIHEL,ESALG;DEBRV,;;
ANNU,CNNGB,AUFRE,SGSIN,;AAXWANL
CMDU,CNWHI,NLRTM,CNSHA,;FAL6
CMDU,CNWHI,NLRTM,CNSHA,;FAL2
CMDU,CNWHI,NLRTM,CNSHA,;FAL3
CMDU,USSAV,BEANR,,LIBERTY
OOLU,JPYOK,CNSHA,,;A3N;
OOLU,JPYOK,CNSHA,HKHKG,;KTX2;CPX;
OOLU,JPYOK,CNSHA,HKHKG,;KTX2;CIX3;
OOLU,JPYOK,CNSHA,,;;
OOLU,JPYOK,CNSHA,,;TLP1;
OOLU,JPYOK,CNSHA,SGSIN,;KTX5;CIX3;
SEJJ,ITVCE,ILHFA,,
ANNU,CNNKG,AUADL,CNSHA;SGSIN,;;AAXSANL
CMDU,COBUN,CLSAI,,AMERXL
CMDU,USSAV,CNTAO,,MANB
CMDU,USSAV,CNTAO,,
OOLU,MXATM,NLRTM,USHOU;BEANR,;ATG1;ATG1;
OOLU,MXATM,NLRTM,USHOU,;ATG1;ATG1;
OOLU,MXATM,NLRTM,BEANR,;ATG1;
OOLU,MXATM,NLRTM,,;ATG1;
SEJJ,MACAS,DEHAM,MAPTM,CASABLANCA SERVICE;
ANNU,JPTYO,AUFRE,MYPKG,;AAXWANL
CMDU,DEHAM,NZAKL,MYPKG,;KIX
CMDU,USSAV,PFPPT,,RTWPAN
OOLU,MYPGU,CNSHA,,;CSS3;
OOLU,MYPGU,CNSHA,MYPKG,;VJS;ME5;
OOLU,MYPGU,CNSHA,MYPKG;CNNGB,;VJS;CPX;
OOLU,MYPGU,CNSHA,SGSIN,;VJS;CIX3;
OOLU,MYPGU,CNSHA,MYPKG,;VJS;CIX3;
ANNU,KHPNH,AUMEL,VNSGN;SGSIN,;;AAXSANL
CMDU,DKFRC,ANPHI,DEHAM;FRLEH,;NCLEVANT;
CMDU,DKFRC,ANPHI,DEHAM;NLRTM,;NCLEVANT;
CMDU,DKFRC,ANPHI,DEHAM;NLRTM,;;
CMDU,VNDAD,DEHAM,SGSIN,;
CMDU,VNDAD,DEHAM,SGSIN,;FAL2
CMDU,VNDAD,DEHAM,VNVUT,;FAL7
OOLU,MYPGU,INNSA,MYPKG,;VJS;CIX1;
OOLU,MYPGU,INNSA,SGSIN,;VJS;CIX3;
ANNU,NZTRG,INNSA,SGSIN,;
CMDU,EGDAM,SAJED,MTMLA,;MEX
CMDU,EGDAM,SAJED,,MEGEM
CMDU,EGDAM,SAJED,MTMLA,TULYB;MEX
CMDU,EGDAM,SAJED,,MEDEX
CMDU,VNHPH,BGVAR,SGSIN;TRAVC,;BEX;
OOLU,TRGEB,BEANR,,;NET;
SEJJ,TRIZM,FIRAU,DEBRV,;
ANNU,PHGES,AUSYD,SGSIN,;AAXSANL
ANNU,PHGES,AUSYD,SGSIN,;AAXEANL
CMDU,ESALG,NZAKL,MYPKG,;KIX
CMDU,VNHPH,HRRJK,CNSHK,;BEX2
CMDU,VNHPH,HRRJK,SGSIN,;BEX2
OOLU,USSAV,DEBRV,,;ATE1;
OOLU,USSAV,DEBRV,DEHAM,;ATE1;;
SEJJ,TRIZM,LTKLJ,DEBRV,;
ANNU,CNYQS,NZAKL,CNSHK,;
CMDU,IDBLW,USLAX,MYPKG,;CJX
CMDU,IDBLW,USLAX,SGSIN,;CJX
CMDU,VNHPH,ITBRI,HKHKG;GRPIR,;FAL7;
CMDU,VNHPH,ITBRI,CNNSA;GRPIR,;FAL7;
CMDU,VNHPH,ITBRI,SGSIN;GRPIR,;NEWMEX2S;
CMDU,VNHPH,ITBRI,SGSIN;GRPIR,;FAL7;
CMDU,VNHPH,ITBRI,SGSIN;GRPIR,;FAL2;
CMDU,VNHPH,ITBRI,HKHKG;GRPIR,;NEWMEX2S;
CMDU,VNHPH,ITBRI,CNYTN;GRPIR,CBX;NEWMEX2S;
CMDU,VNHPH,ITBRI,CNYTN;GRPIR,CBX;FAL7;
CMDU,VNHPH,ITBRI,VNVUT;GRPIR,YANGTSE;FAL7;
OOLU,VNHPH,NLRTM,SGSIN,;;LL4;
OOLU,VNHPH,NLRTM,SGSIN,;;LL6;
OOLU,VNHPH,NLRTM,SGSIN,;;LL5;
OOLU,VNHPH,NLRTM,SGSIN,;VJS;LL2;
OOLU,VNHPH,NLRTM,SGSIN,;VJS;LL6;
OOLU,VNHPH,NLRTM,SGSIN,;VJS;LL5;
OOLU,VNHPH,NLRTM,SGSIN,;VJS;LL3;
OOLU,VNHPH,NLRTM,SGSIN;BEANR,;VJS;LL2;
OOLU,VNHPH,NLRTM,SGSIN;BEANR,;VJS;LL7;
OOLU,VNHPH,NLRTM,HKHKG,;HPH2;LL3;
OOLU,VNHPH,NLRTM,SGSIN,;VJS;LL7;
OOLU,VNHPH,NLRTM,SGSIN,;VJS;LL4;
OOLU,VNHPH,NLRTM,SGSIN;BEANR,;;LL7;
OOLU,VNHPH,NLRTM,SGSIN,;;LL7;
OOLU,VNHPH,NLRTM,SGSIN,;;LL2;
OOLU,VNHPH,NLRTM,SGSIN,;;LL3;
ONEY,INMAA,DEHAM,LKCMB,9UL;FE5
ONEY,INMAA,DEHAM,SGSIN,CCX;FE5
ONEY,INMAA,DEHAM,SGSIN,CCX;FE3
ONEY,INMAA,DEHAM,SGSIN,SVX;FE5
SEJJ,BEANR,MAPTM,,
ANNU,CNTXG,AUFRE,SGSIN,;AAXWANL
ANNU,CNTXG,AUFRE,CNSHA;SGSIN,;;AAXWANL
CMDU,SGSIN,BRSSZ,,SEAS2
CMDU,SGSIN,BRSSZ,,SEAS
CMDU,SGSIN,BRSSZ,MAPTM,;SIRIUS
CMDU,SGSIN,BRSSZ,ESALG,;SIRIUS
CMDU,SGSIN,BRSSZ,MAPTM,CJX;SIRIUS
CMDU,VNSGN,FRBAS,VNVUT;FRLEH,;FAL3;
CMDU,VNSGN,FRBAS,SGSIN;FRLEH,;;
OOLU,VNSGN,DEHAM,VNITC;SGSIN,;KTX1;LL3;
OOLU,VNSGN,DEHAM,VNITC;SGSIN,;KTX1;LL6;
OOLU,VNSGN,DEHAM,VNITC;SGSIN,;KTX1;LL2;
OOLU,VNSGN,DEHAM,VNITC;SGSIN;DEWVN,;KTX1;LL1;
OOLU,VNSGN,DEHAM,VNITC;SGSIN,;KTX1;LL7;
OOLU,VNSGN,DEHAM,VNITC;SGSIN,;KTX1;LL4;
OOLU,VNSGN,DEHAM,VNTOT,;LL3;
OOLU,VNSGN,DEHAM,VNCLI;SGSIN,;VTS;LL3;
OOLU,VNSGN,DEHAM,VNCLI;SGSIN,;VTS;LL4;
OOLU,VNSGN,DEHAM,VNCLI;SGSIN,;VTS;LL6;
OOLU,VNSGN,DEHAM,VNCLI;SGSIN,;VTS;LL2;
OOLU,VNSGN,DEHAM,VNCLI;SGSIN;DEWVN,;VTS;LL1;
OOLU,VNSGN,DEHAM,VNCLI;SGSIN,;VTS;LL7;
SEJJ,BEANR,TRAMR,,
ANNU,INMAA,AUBNE,SGSIN,;AAXEANL
CMDU,THLCH,CLSAI,CNSHA,;ACSA2
CMDU,THLCH,CLSAI,CNSHA,;ACSA3
CMDU,THLCH,CLSAI,HKHKG,JTX;ACSA3
CMDU,VNSGN,TRAMB,SGSIN;TRAVC,;BEX;
CMDU,VNSGN,TRAMB,SGSIN;MTMLA;TRAVC,;TLX;BSMAR;
OOLU,BEANR,TRMER,NLRTM,;NET2;
OOLU,BEANR,TRMER,,;NET2;
SEJJ,BEANR,TRGEM,,
CMDU,USHOU,NLRTM,,VICTORY
CMDU,USHOU,NLRTM,,PEX3
CMDU,ZADUR,CNDLC,HKHKG,SHAKA2;
OOLU,CNFOC,JPTYO,CNXMN,;;KTX3;
OOLU,CNFOC,JPTYO,CNXMN,;;KTX1;
OOLU,CNFOC,JPTYO,TWKHH,;;KTX3;
OOLU,CNFOC,JPTYO,CNXMN,;;JCV;
SEJJ,DEBRV,EGALY,,
ANNU,INMUN,NZAKL,SGSIN,;
ANNU,INMUN,NZAKL,MYPKG,;
CMDU,USLAX,TWKHH,,CMX6JDX
CMDU,USLAX,TWKHH,,CJX
CMDU,ZADUR,USCHS,INMUN,MIDAS2;INDAMEX2
OOLU,CNNKG,DEHAM,CNNGB,;LL4;
OOLU,CNNKG,DEHAM,CNSHA,;LL7;
OOLU,CNNKG,DEHAM,CNSHA,;LL2;
OOLU,CNNKG,DEHAM,CNSHA;NLRTM;DEBRV,;LL2;ATE1;
OOLU,CNNKG,DEHAM,CNSHA;BEANR;DEBRV,;LL2;ATE1;
OOLU,CNNKG,DEHAM,CNSHA,;LL4;
OOLU,CNNKG,DEHAM,CNSHA,;LL6;
OOLU,CNNKG,DEHAM,CNSHA;DEWVN,;LL1;
OOLU,CNNKG,DEHAM,CNNGB,;LL7;
OOLU,CNNKG,DEHAM,CNNGB,;LL2;
OOLU,CNNKG,DEHAM,CNNGB,;LL6;
OOLU,CNNKG,DEHAM,CNSHA,;LL3;
SEJJ,DEHAM,EGALY,BEANR,;
ANNU,MYPEN,AUSYD,MYPKG,;AAXSANL
ANNU,MYPEN,AUSYD,SGSIN,;AAXSANL
ANNU,MYPEN,AUSYD,SGSIN,;AAXEANL
CMDU,USORF,VNVUT,,CJX
CMDU,USORF,VNVUT,CNYTN,TWS;CJX
CMDU,AEJEA,DEHAM,,EPIC2
OOLU,DEWVN,HKHKG,CNYTN,;LL1;;
OOLU,DEWVN,HKHKG,SGSIN,;LL1;LL3;
OOLU,DEWVN,HKHKG,SGSIN,;LL1;WM1;
OOLU,DEWVN,HKHKG,DEHAM;MYPKG,;LL4;CIX3;
OOLU,DEWVN,HKHKG,MYPKG,;LL4;CIX3;
OOLU,DEWVN,HKHKG,DEHAM,;LL3;
OOLU,DEWVN,HKHKG,DEHAM;SGSIN,;LL3;KTX6;
ONEY,INMUN,BRNVT,SGSIN,NCI;SX1
ONEY,INMUN,BRNVT,SGSIN,PMX;SX1
SEJJ,DEHAM,MAPTM,,
ANNU,MYPGU,AUTSV,SGSIN,;
ANNU,MYPGU,AUTSV,MYPKG,;
CMDU,BEANR,TRGEB,,FEMEX1
CMDU,AEJEA,SADMM,,MEGEM
CMDU,AEJEA,SADMM,,CIMEX7
CMDU,AEJEA,SADMM,,CIMEX1
OOLU,FIHEL,SAJED,DEBRV,;;IP1;
OOLU,FIHEL,SAJED,DEHAM,;;IP2;
OOLU,FIHEL,SAJED,DEHAM,;;IP3;
OOLU,FIHEL,SAJED,NLRTM,;SBE5;IP1;
OOLU,FIHEL,SAJED,NLRTM,;SBE5;IP3;
OOLU,FIHEL,SAJED,NLRTM,;SBE5;IP2;
OOLU,FIHEL,SAJED,NLRTM,;SBE5;LL5;
OOLU,FIHEL,SAJED,DEHAM,;GFS;IP2;
OOLU,FIHEL,SAJED,DEHAM,;GFS;IP3;
SEJJ,EGALY,FRFOS,,
ANNU,MYTPP,AUFRE,SGSIN,AAXSANL;AAXWANL
ANNU,MYTPP,AUFRE,,AAXSANL
ANNU,MYTPP,AUFRE,SGSIN,AAXEANL;AAXWANL
CMDU,CAHAL,CNTXG,NLRTM,SL1;FAL8
CMDU,CAHAL,CNTXG,NLRTM,SL1;FAL2
CMDU,CAHAL,CNTXG,MYPKG,CJX;KCM2
CMDU,AUFRE,NLRTM,,NEWMO
OOLU,GRPIR,AUSYD,SGSIN,;WM1;AAA1;
OOLU,GRPIR,AUSYD,SGSIN,;WM1;ASA;
OOLU,GRPIR,AUSYD,SGSIN,;WM1;AAA2;
OOLU,GRPIR,AUSYD,SGSIN,;LL3;AAA1;
OOLU,GRPIR,AUSYD,SGSIN,;LL3;ASA;
OOLU,GRPIR,AUSYD,SGSIN,;LL3;AAA2;
OOLU,GRPIR,AUSYD,MYPKG,;EM1;AAA2;
OOLU,GRPIR,AUSYD,MYPKG,;EM1;ASA;
ANNU,NZTRG,AUADL,AUMEL,;AAXSANL
CMDU,CAVAN,TWKHH,,NWX
CMDU,CAVAN,TWKHH,,DAH
CMDU,BEANR,INMUN,,EPIC2
CMDU,BEANR,INMUN,,EPIC
OOLU,IDJKT,AUSYD,SGSIN,;CSE1;ASA;
OOLU,IDJKT,AUSYD,SGSIN,;CSE1;AAA2;
OOLU,IDJKT,AUSYD,SGSIN,;CSE1;AAA1;
OOLU,IDJKT,AUSYD,,;ASA;
OOLU,IDJKT,AUSYD,SGSIN,;;ASA;
OOLU,IDJKT,AUSYD,SGSIN,;;AAA1;
OOLU,IDJKT,AUSYD,SGSIN,;;AAA2;
SEJJ,ESBCN,ILASH,EGPSE,;
ANNU,AUADL,NZAKL,AUMEL,;
ANNU,AUADL,NZAKL,NZTRG,;
CMDU,CNLYG,DEHAM,KRPUS,;
CMDU,CNLYG,DEHAM,CNSHA,;FAL6
CMDU,CNLYG,DEHAM,CNSHA,;
CMDU,CNLYG,DEHAM,CNTAO,;FAL2
CMDU,CNLYG,DEHAM,CNTAO,;FAL6
CMDU,CNLYG,DEHAM,CNTAO;SGSIN,;FAL3;
CMDU,BEANR,USLAX,,CALFB
CMDU,BEANR,USLAX,SGSIN,FAL3;CJX
OOLU,ILASH,USNYC,GRPIR,;LGX1;EMA;
SEJJ,ESBCN,LBBEY,,
ANNU,AUMEL,JPYOK,TWKHH,;
ANNU,AUMEL,JPYOK,,
CMDU,CNNGB,MXLZC,,ACSA1
CMDU,BHKBS,LBBEY,AEJEA;EGPSD,;MEGEM;BEX
CMDU,BHKBS,LBBEY,AEJEA;GRPIR,;MEGEM;GETEX
CMDU,BHKBS,LBBEY,AEJEA;GRPIR,;MEGEM;GTL
CMDU,BHKBS,LBBEY,AEJEA;GRPIR,;MEGEM;
CMDU,BHKBS,LBBEY,AEJEA;GRPIR,;MEGEM;MPS
CMDU,BHKBS,LBBEY,AEJEA;GRPIR,;MEGEM;ADRIMED
OOLU,MXZLO,CLSAI,,;TLP1;
SEJJ,ESBCN,TRIZM,,
ONEY,INTUT,USNYC,LKCMB,;EC5
ANNU,CNNSA,NZAKL,CNSHK,;
CMDU,CNNSA,HRRJK,MTMLA,MEX;ADRINAF
CMDU,CNNSA,HRRJK,SGSIN,MEX;BEX2
CMDU,CNNSA,HRRJK,SGSIN,TLX;BEX2
CMDU,BRPNG,NLRTM,,SAFRAN1
OOLU,SIKOP,AUBNE,MYPKG,;AAS;ASA;
SEJJ,ITGOA,TRGEB,,
ANNU,CNSHA,AUADL,MYPKG,;AAXSANL
ANNU,CNSHA,AUADL,SGSIN,;AAXSANL
CMDU,CNSHA,DKAAR,DEHAM,FAL8;
CMDU,CNSHA,DKAAR,DEHAM,;
CMDU,CNSHA,DKAAR,DEHAM,FAL6;
CMDU,BRSSZ,VICTD,JMKIN;ANPHI,BRASEX;CAGML3;
OOLU,TWKHH,AUBNE,,;A3C;
OOLU,TWKHH,AUBNE,,;A3N;
SEJJ,ITTRS,ILASH,,
ANNU,CNTAO,AUFRE,SGSIN,;AAXWANL
CMDU,IDSRG,CLIQQ,SGSIN;CNSHA;PECLL,;;ACSA1;INCAS
CMDU,IDSRG,CLIQQ,HKHKG;PECLL,;ACSA1;INCAS
CMDU,CAHAL,KRPUS,MYPKG,CJX;KCM2
CMDU,CAHAL,KRPUS,SGSIN,CJX;KCM2
OOLU,CNNSA,MYPKG,HKHKG,;;KTX6;
OOLU,CNNSA,MYPKG,HKHKG,;;KTX5;
OOLU,CNNSA,MYPKG,CNSHK,;;CIS;
OOLU,CNNSA,MYPKG,,;CSS2;
OOLU,CNNSA,MYPKG,,;LL3;
OOLU,CNNSA,MYPKG,,;CSS3;
SEJJ,LTKLJ,ESALG,DEBRV,;
ANNU,CNTXG,NZLYT,CNSHK,;
CMDU,INMAA,USSAV,LKCMB,;CJX
CMDU,INMAA,USSAV,MYPKG,IEX;CJX
CMDU,INMAA,USSAV,SGSIN,IEX;CJX
CMDU,CAMTR,AOLAD,MAPTM,MEDCAN;EURAF5
CMDU,CAMTR,AOLAD,BEANR,SL1;EURAF5
OOLU,CNSHK,HRRJK,,;AAS;
SEJJ,MAAGA,SIKOP,ESALG;EGPSE,;;
ANNU,CNXMN,NZAKL,TWKHH,;
ANNU,CNXMN,NZAKL,HKHKG,;
CMDU,ITLIV,USORF,,AMERIGO
CMDU,CAMTR,ESVLC,ITGOA,MEDCAN;
CMDU,CAMTR,ESVLC,BEANR;MTMLA,SL1;FEMEX1;
OOLU,CNXMN,USLGB,USLAX,;PCS1;
OOLU,CNXMN,USLGB,,;VCS;
SEJJ,PLGDN,NOLAR,DEBRV,;
ONEY,ITGOA,CNSHA,,MD2
ONEY,ITGOA,CNSHA,,MD1
ANNU,HKHKG,AUBNE,,
CMDU,MYPEN,USORF,MYPKG,;CJX
CMDU,CAMTR,GBSOU,NLRTM,SL1;FAL3
OOLU,DEHAM,NZLYT,MYPKG,;LL4;NZS;
OOLU,DEHAM,NZLYT,SGSIN,;LL3;NZS;
SEJJ,PTLIS,DZALG,ESALG;MAPTM,;;
ANNU,IDJKT,NZLYT,SGSIN,;
CMDU,NLRTM,USMIA,,VICTORY
CMDU,CAMTR,INMUN,USNYC,;INDAMEX
CMDU,CAMTR,INMUN,DEBRV,SL1;EPIC
OOLU,DEHAM,THLCH,DEWVN;SGSIN,;LL1;VTS;
OOLU,DEHAM,THLCH,MYPKG,;LL4;ITS;
OOLU,DEHAM,THLCH,SGSIN,;LL3;ITS;
OOLU,DEHAM,THLCH,SGSIN,;LL3;VTS;
OOLU,DEHAM,THLCH,MYPKG,;LL3;;
OOLU,DEHAM,THLCH,SGSIN,;LL3;;
SEJJ,SIKOP,TRIZM,EGPSE,;
ANNU,IDSRG,NZAKL,SGSIN,;
ANNU,IDSRG,NZAKL,MYPKG,;
CMDU,THBKK,NOLAR,SGSIN;NLRTM;NOBVK,;FAL3;NORWAY;
CMDU,THBKK,NOLAR,SGSIN;NLRTM,;FAL7;NORWAY
CMDU,THBKK,NOLAR,SGSIN;NLRTM,;;NORWAY
CMDU,CASJB,JMKIN,,CAGML
OOLU,DKFRC,CAMTR,DEHAM,;;GEX2;
OOLU,DKFRC,CAMTR,DEBRV,;;GEX1;
ANNU,INTUT,AUMEL,LKCMB;SGSIN,;;AAXSANL
CMDU,USORF,MYPEN,MYPKG,CJX;
CMDU,CLSAI,IEDUB,NLRTM,WCC;ISX
CMDU,CLSAI,IEDUB,NLRTM,WCC;
OOLU,FIHEL,THBKK,DEHAM;SGSIN,;;LL3;VTS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;;LL3;ITS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;;LL3;VTS;
OOLU,FIHEL,THBKK,DEHAM;MYPKG;THSCS,;;LL4;ITS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;;LL3;;
OOLU,FIHEL,THBKK,DEHAM;MYPKG;THLCH,;;LL3;;
OOLU,FIHEL,THBKK,DEHAM;MYPKG;THLCH,;;LL4;ITS;
OOLU,FIHEL,THBKK,PLGDN;SGSIN,;PFX;LL1;VTS;
OOLU,FIHEL,THBKK,PLGDN;SGSIN;THLCH,;PFX;LL1;VTS;
OOLU,FIHEL,THBKK,PLGDN;SGSIN;THLCH,;PFX;LL1;;
OOLU,FIHEL,THBKK,NLRTM;MYPKG;THLCH,;SBE5;LL4;ITS;
OOLU,FIHEL,THBKK,NLRTM;MYPKG;SGSIN,;SBE5;LL4;BSS;VTS;
OOLU,FIHEL,THBKK,NLRTM;SGSIN,;SBE5;LL3;VTS;
OOLU,FIHEL,THBKK,NLRTM;SGSIN;THLCH,;SBE5;LL3;ITS;
OOLU,FIHEL,THBKK,NLRTM;SGSIN;THLCH,;SBE5;LL3;VTS;
OOLU,FIHEL,THBKK,NLRTM;SGSIN;THLCH,;SBE5;LL3;;
OOLU,FIHEL,THBKK,NLRTM;MYPKG;THLCH,;SBE5;LL3;;
OOLU,FIHEL,THBKK,DEHAM;SGSIN,;GFS;LL3;VTS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;GFS;LL3;ITS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;GFS;LL3;VTS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;GFS;LL3;;
OOLU,FIHEL,THBKK,DEHAM;MYPKG;THLCH,;GFS;LL3;;
ANNU,MYPGU,NZAKL,SGSIN,;
CMDU,USSAV,AUBNE,,RTWPAN
CMDU,CLSAI,JPYOK,ECPSJ,WCC;ACSA1
CMDU,CLSAI,JPYOK,ECPSJ;KRPUS,WCC;ACSA1;
CMDU,CLSAI,JPYOK,MXZLO,ACSA2;ACSA1
CMDU,CLSAI,JPYOK,,ACSA2
OOLU,IDSUB,AUBNE,SGSIN,;;ASA;
OOLU,IDSUB,AUBNE,SGSIN,;;AAA1;
OOLU,IDSUB,AUBNE,SGSIN,;SBY2;ASA;
OOLU,IDSUB,AUBNE,MYPKG,;ITS;ASA;
OOLU,IDSUB,AUBNE,SGSIN,;ITS;AAA1;
OOLU,IDSUB,AUBNE,SGSIN,;SBY2;AAA1;
SEJJ,TRGEM,DEHAM,,
ONEY,ITGOA,VNSGN,SGSIN,MD2;VSS
